Drugs,LSM_ID,LINK2,Drug_Repurposing_Hub,CLUE,Manual
KW-2478,LSM-45404,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45404'>LSM-45404</a>,#N/A,#N/A,#N/A
KX2-391,LSM-45890,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45890'>LSM-45890</a>,#N/A,#N/A,#N/A
L-655240,LSM-4003,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4003'>LSM-4003</a>,#N/A,#N/A,#N/A
L-690330,LSM-4578,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4578'>LSM-4578</a>,#N/A,#N/A,#N/A
L-citrulline,LSM-45926,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45926'>LSM-45926</a>,#N/A,#N/A,#N/A
L-ergothioneine,LSM-45829,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45829'>LSM-45829</a>,#N/A,#N/A,#N/A
L-NAME,LSM-45279,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45279'>LSM-45279</a>,#N/A,#N/A,#N/A
labetalol,LSM-1282,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1282'>LSM-1282</a>,#N/A,#N/A,#N/A
lacidipine,LSM-46031,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-46031'>LSM-46031</a>,#N/A,#N/A,#N/A
lacitol,LSM-45798,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45798'>LSM-45798</a>,#N/A,#N/A,#N/A
lacosamide,LSM-45385,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45385'>LSM-45385</a>,#N/A,#N/A,#N/A
lafutidine,LSM-45448,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45448'>LSM-45448</a>,#N/A,#N/A,#N/A
lamivudine,LSM-5215,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5215'>LSM-5215</a>,#N/A,#N/A,#N/A
lamotrigine,LSM-4104,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4104'>LSM-4104</a>,#N/A,#N/A,#N/A
lapatinib,LSM-1051,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1051'>LSM-1051</a>,EGFR inhibitor,EGFR inhibitor,N/A
laropiprant,LSM-45907,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45907'>LSM-45907</a>,#N/A,#N/A,#N/A
lasalocid,LSM-1767,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1767'>LSM-1767</a>,#N/A,#N/A,#N/A
latanoprost,LSM-43170,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43170'>LSM-43170</a>,#N/A,#N/A,#N/A
LCL-161,LSM-45968,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45968'>LSM-45968</a>,#N/A,#N/A,#N/A
LCQ-908,LSM-45255,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45255'>LSM-45255</a>,#N/A,#N/A,#N/A
LDN-193189,LSM-1115,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1115'>LSM-1115</a>,bone morphogenic protein inhibitor,Serine/threonine kinase inhibitor,N/A
ledipasvir,LSM-45925,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45925'>LSM-45925</a>,#N/A,#N/A,#N/A
leflunomide,LSM-3771,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3771'>LSM-3771</a>,#N/A,#N/A,#N/A
lenalidomide,LSM-6187,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6187'>LSM-6187</a>,#N/A,#N/A,#N/A
lenvatinib,LSM-45581,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45581'>LSM-45581</a>,#N/A,#N/A,#N/A
lerisetron,LSM-45633,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45633'>LSM-45633</a>,#N/A,#N/A,#N/A
lersivirine,LSM-45853,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45853'>LSM-45853</a>,#N/A,#N/A,#N/A
lesinurad,LSM-45661,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45661'>LSM-45661</a>,#N/A,#N/A,#N/A
lestaurtinib,LSM-45844,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45844'>LSM-45844</a>,#N/A,#N/A,#N/A
letermovir,LSM-45820,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45820'>LSM-45820</a>,#N/A,#N/A,#N/A
letrozole,LSM-3980,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3980'>LSM-3980</a>,#N/A,#N/A,#N/A
levalbuterol,LSM-5480,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5480'>LSM-5480</a>,#N/A,#N/A,#N/A
levamisole,LSM-6655,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6655'>LSM-6655</a>,#N/A,#N/A,#N/A
levcromakalim,LSM-45374,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45374'>LSM-45374</a>,#N/A,#N/A,#N/A
levetiracetam,LSM-5603,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5603'>LSM-5603</a>,#N/A,#N/A,#N/A
levobunolol,LSM-6578,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6578'>LSM-6578</a>,#N/A,#N/A,#N/A
levocabastine,LSM-2731,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2731'>LSM-2731</a>,#N/A,#N/A,#N/A
levocetirizine,LSM-5412,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5412'>LSM-5412</a>,#N/A,#N/A,#N/A
levofloxacin,LSM-5270,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5270'>LSM-5270</a>,#N/A,#N/A,#N/A
levomequitazine,LSM-45474,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45474'>LSM-45474</a>,#N/A,#N/A,#N/A
levonorgestrel,LSM-2768,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2768'>LSM-2768</a>,#N/A,#N/A,#N/A
levosimendan,LSM-45954,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45954'>LSM-45954</a>,#N/A,#N/A,#N/A
levothyroxine,LSM-5447,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5447'>LSM-5447</a>,#N/A,#N/A,#N/A
LGX-818,LSM-45655,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45655'>LSM-45655</a>,#N/A,#N/A,#N/A
licarbazepine,LSM-45929,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45929'>LSM-45929</a>,#N/A,#N/A,#N/A
licochalcone-a,LSM-46030,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-46030'>LSM-46030</a>,#N/A,#N/A,#N/A
lidamidine,LSM-45248,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45248'>LSM-45248</a>,#N/A,#N/A,#N/A
lidocaine,LSM-3165,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3165'>LSM-3165</a>,#N/A,#N/A,#N/A
lidoflazine,LSM-3397,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3397'>LSM-3397</a>,#N/A,#N/A,#N/A
linagliptin,LSM-45916,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45916'>LSM-45916</a>,#N/A,#N/A,#N/A
linezolid,LSM-5750,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5750'>LSM-5750</a>,#N/A,#N/A,#N/A
linifanib,LSM-1183,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1183'>LSM-1183</a>,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",PDGFR receptor inhibitor,N/A
linopirdine,LSM-3317,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3317'>LSM-3317</a>,#N/A,#N/A,#N/A
linsidomine,LSM-45857,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45857'>LSM-45857</a>,#N/A,#N/A,#N/A
linsitinib,LSM-45278,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45278'>LSM-45278</a>,IGF-1 inhibitor,N/A,N/A
linsitinib,LSM-1135,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1135'>LSM-1135</a>,IGF-1 inhibitor,N/A,N/A
liranaftate,LSM-6583,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6583'>LSM-6583</a>,#N/A,#N/A,#N/A
lirimilast,LSM-45689,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45689'>LSM-45689</a>,#N/A,#N/A,#N/A
lisinopril,LSM-5756,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5756'>LSM-5756</a>,#N/A,#N/A,#N/A
lisofylline,LSM-45727,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45727'>LSM-45727</a>,#N/A,#N/A,#N/A
lobenzarit,LSM-45760,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45760'>LSM-45760</a>,#N/A,#N/A,#N/A
lodoxamide,LSM-45990,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45990'>LSM-45990</a>,#N/A,#N/A,#N/A
lofexidine,LSM-4951,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4951'>LSM-4951</a>,#N/A,#N/A,#N/A
lomeguatrib,LSM-45635,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45635'>LSM-45635</a>,#N/A,#N/A,#N/A
lomerizine,LSM-5717,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5717'>LSM-5717</a>,#N/A,#N/A,#N/A
lomitapide,LSM-45564,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45564'>LSM-45564</a>,#N/A,#N/A,#N/A
lonafarnib,LSM-45716,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45716'>LSM-45716</a>,#N/A,#N/A,#N/A
lonidamine,LSM-6272,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6272'>LSM-6272</a>,#N/A,#N/A,#N/A
loperamide,LSM-3365,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3365'>LSM-3365</a>,#N/A,#N/A,#N/A
lopinavir,LSM-6027,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6027'>LSM-6027</a>,#N/A,#N/A,#N/A
loratadine,LSM-5891,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5891'>LSM-5891</a>,#N/A,#N/A,#N/A
lorazepam,LSM-4970,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4970'>LSM-4970</a>,#N/A,#N/A,#N/A
lorcaserin,LSM-45745,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45745'>LSM-45745</a>,#N/A,#N/A,#N/A
lorglumide,LSM-4389,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4389'>LSM-4389</a>,#N/A,#N/A,#N/A
losartan,LSM-3701,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3701'>LSM-3701</a>,#N/A,#N/A,#N/A
losmapimod,LSM-42767,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42767'>LSM-42767</a>,#N/A,#N/A,#N/A
loxoprofen,LSM-5054,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5054'>LSM-5054</a>,#N/A,#N/A,#N/A
lucitanib,LSM-45728,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45728'>LSM-45728</a>,#N/A,#N/A,#N/A
luliconazole,LSM-45409,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45409'>LSM-45409</a>,#N/A,#N/A,#N/A
lumacaftor,LSM-45571,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45571'>LSM-45571</a>,#N/A,#N/A,#N/A
lupanine,LSM-1910,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1910'>LSM-1910</a>,#N/A,#N/A,#N/A
lurasidone,LSM-45843,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45843'>LSM-45843</a>,#N/A,#N/A,#N/A
luteolin,LSM-5229,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5229'>LSM-5229</a>,#N/A,#N/A,#N/A
LX-1031,LSM-45540,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45540'>LSM-45540</a>,#N/A,#N/A,#N/A
LXR-623,LSM-45897,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45897'>LSM-45897</a>,#N/A,#N/A,#N/A
LY-2090314,LSM-45915,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45915'>LSM-45915</a>,#N/A,#N/A,#N/A
LY-215490,LSM-45407,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45407'>LSM-45407</a>,#N/A,#N/A,#N/A
LY-2157299,LSM-45601,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45601'>LSM-45601</a>,#N/A,#N/A,#N/A
LY-2228820,LSM-45439,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45439'>LSM-45439</a>,#N/A,#N/A,#N/A
LY-2334737,LSM-45658,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45658'>LSM-45658</a>,#N/A,#N/A,#N/A
LY-2603618,LSM-36359,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-36359'>LSM-36359</a>,#N/A,#N/A,#N/A
LY-2784544,LSM-45265,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45265'>LSM-45265</a>,#N/A,#N/A,#N/A
LY-2801653,LSM-45706,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45706'>LSM-45706</a>,#N/A,#N/A,#N/A
LY-2811376,LSM-45909,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45909'>LSM-45909</a>,#N/A,#N/A,#N/A
LY-2874455,LSM-45659,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45659'>LSM-45659</a>,#N/A,#N/A,#N/A
LY-2886721,LSM-45433,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45433'>LSM-45433</a>,#N/A,#N/A,#N/A
LY-294002,LSM-2597,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2597'>LSM-2597</a>,#N/A,#N/A,#N/A
macitentan,LSM-45420,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45420'>LSM-45420</a>,#N/A,#N/A,#N/A
malotilate,LSM-45977,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45977'>LSM-45977</a>,#N/A,#N/A,#N/A
mannitol-D,LSM-45695,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45695'>LSM-45695</a>,#N/A,#N/A,#N/A
manumycin-a,LSM-43075,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43075'>LSM-43075</a>,#N/A,#N/A,#N/A
maprotiline,LSM-2043,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2043'>LSM-2043</a>,#N/A,#N/A,#N/A
maraviroc,LSM-6182,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6182'>LSM-6182</a>,#N/A,#N/A,#N/A
maribavir,LSM-45590,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45590'>LSM-45590</a>,#N/A,#N/A,#N/A
marimastat,LSM-45636,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45636'>LSM-45636</a>,#N/A,#N/A,#N/A
masitinib,LSM-1130,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1130'>LSM-1130</a>,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, src inhibitor",KIT inhibitor,N/A
masoprocol,LSM-6507,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6507'>LSM-6507</a>,#N/A,#N/A,#N/A
maxacalcitol,LSM-45401,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45401'>LSM-45401</a>,#N/A,#N/A,#N/A
mazindol,LSM-45791,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45791'>LSM-45791</a>,#N/A,#N/A,#N/A
MBX-2982,LSM-45394,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45394'>LSM-45394</a>,#N/A,#N/A,#N/A
MC1568,LSM-43291,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43291'>LSM-43291</a>,N/A,N/A,Selective HDAC class II (IIa) inhibitor
mCPP,LSM-25627,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-25627'>LSM-25627</a>,#N/A,#N/A,#N/A
MD-920,LSM-4083,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4083'>LSM-4083</a>,#N/A,#N/A,#N/A
MDL-73005EF,LSM-1611,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1611'>LSM-1611</a>,#N/A,#N/A,#N/A
mebendazole,LSM-3749,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3749'>LSM-3749</a>,#N/A,#N/A,#N/A
mecamylamine,LSM-4990,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4990'>LSM-4990</a>,#N/A,#N/A,#N/A
meclizine,LSM-1607,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1607'>LSM-1607</a>,#N/A,#N/A,#N/A
meclofenamic-acid,LSM-3108,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3108'>LSM-3108</a>,#N/A,#N/A,#N/A
medetomidine,LSM-1722,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1722'>LSM-1722</a>,#N/A,#N/A,#N/A
medroxyprogesterone-acetate,LSM-21624,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-21624'>LSM-21624</a>,#N/A,#N/A,#N/A
medrysone,LSM-1378,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1378'>LSM-1378</a>,#N/A,#N/A,#N/A
mefloquine,LSM-5180,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5180'>LSM-5180</a>,#N/A,#N/A,#N/A
meglitinide,LSM-45485,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45485'>LSM-45485</a>,#N/A,#N/A,#N/A
meisoindigo,LSM-45840,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45840'>LSM-45840</a>,#N/A,#N/A,#N/A
melatonin,LSM-4779,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4779'>LSM-4779</a>,#N/A,#N/A,#N/A
meloxicam,LSM-1855,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1855'>LSM-1855</a>,#N/A,#N/A,#N/A
melperone,LSM-4090,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4090'>LSM-4090</a>,#N/A,#N/A,#N/A
menadione,LSM-3755,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3755'>LSM-3755</a>,#N/A,#N/A,#N/A
mepacrine,LSM-1577,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1577'>LSM-1577</a>,#N/A,#N/A,#N/A
mepazine,LSM-45833,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45833'>LSM-45833</a>,#N/A,#N/A,#N/A
mephentermine,LSM-2396,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2396'>LSM-2396</a>,#N/A,#N/A,#N/A
mepivacaine,LSM-4306,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4306'>LSM-4306</a>,#N/A,#N/A,#N/A
meptazinol,LSM-1252,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1252'>LSM-1252</a>,#N/A,#N/A,#N/A
mepyramine,LSM-4206,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4206'>LSM-4206</a>,#N/A,#N/A,#N/A
merbarone,LSM-45500,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45500'>LSM-45500</a>,#N/A,#N/A,#N/A
mercaptopurine,LSM-5963,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5963'>LSM-5963</a>,#N/A,#N/A,#N/A
mericitabine,LSM-45627,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45627'>LSM-45627</a>,#N/A,#N/A,#N/A
merimepodib,LSM-45503,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45503'>LSM-45503</a>,#N/A,#N/A,#N/A
mestinon,LSM-5770,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5770'>LSM-5770</a>,#N/A,#N/A,#N/A
mestranol,LSM-1332,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1332'>LSM-1332</a>,#N/A,#N/A,#N/A
mesulergine,LSM-4045,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4045'>LSM-4045</a>,#N/A,#N/A,#N/A
metamizole,LSM-5839,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5839'>LSM-5839</a>,#N/A,#N/A,#N/A
metatinib,LSM-45864,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45864'>LSM-45864</a>,#N/A,#N/A,#N/A
metenkephalin,LSM-45525,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45525'>LSM-45525</a>,#N/A,#N/A,#N/A
metergoline,LSM-45893,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45893'>LSM-45893</a>,#N/A,#N/A,#N/A
metformin,LSM-4730,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4730'>LSM-4730</a>,#N/A,#N/A,#N/A
methazolamide,LSM-5311,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5311'>LSM-5311</a>,#N/A,#N/A,#N/A
methimazole,LSM-5646,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5646'>LSM-5646</a>,#N/A,#N/A,#N/A
methiopril,LSM-45546,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45546'>LSM-45546</a>,#N/A,#N/A,#N/A
methocarbamol,LSM-1453,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1453'>LSM-1453</a>,#N/A,#N/A,#N/A
methoxsalen,LSM-3410,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3410'>LSM-3410</a>,#N/A,#N/A,#N/A
methyldopa,LSM-5596,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5596'>LSM-5596</a>,#N/A,#N/A,#N/A
methylnaltrexone,LSM-45638,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45638'>LSM-45638</a>,#N/A,#N/A,#N/A
methylprednisolone,LSM-6457,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6457'>LSM-6457</a>,#N/A,#N/A,#N/A
methylstat,LSM-43292,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43292'>LSM-43292</a>,N/A,N/A,JHDMs inhibitor
metixene,LSM-1467,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1467'>LSM-1467</a>,#N/A,#N/A,#N/A
metoclopramide,LSM-3689,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3689'>LSM-3689</a>,#N/A,#N/A,#N/A
metolazone,LSM-1680,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1680'>LSM-1680</a>,#N/A,#N/A,#N/A
metoprolol,LSM-1259,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1259'>LSM-1259</a>,#N/A,#N/A,#N/A
metronidazole,LSM-5628,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5628'>LSM-5628</a>,#N/A,#N/A,#N/A
MF-101,LSM-45621,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45621'>LSM-45621</a>,#N/A,#N/A,#N/A
MG-132,LSM-1107,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1107'>LSM-1107</a>,#N/A,#N/A,#N/A
MGCD-265,LSM-1124,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1124'>LSM-1124</a>,VEGFR inhibitor,N/A,N/A
mianserin,LSM-1374,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1374'>LSM-1374</a>,#N/A,#N/A,#N/A
mibampator,LSM-45718,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45718'>LSM-45718</a>,#N/A,#N/A,#N/A
mibefradil,LSM-2192,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2192'>LSM-2192</a>,#N/A,#N/A,#N/A
miconazole,LSM-5165,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5165'>LSM-5165</a>,#N/A,#N/A,#N/A
midodrine,LSM-1815,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1815'>LSM-1815</a>,#N/A,#N/A,#N/A
midostaurin,LSM-2287,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2287'>LSM-2287</a>,#N/A,#N/A,#N/A
mifobate,LSM-1761,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1761'>LSM-1761</a>,#N/A,#N/A,#N/A
miglitol,LSM-45690,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45690'>LSM-45690</a>,#N/A,#N/A,#N/A
miglustat,LSM-45962,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45962'>LSM-45962</a>,#N/A,#N/A,#N/A
milacemide,LSM-45654,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45654'>LSM-45654</a>,#N/A,#N/A,#N/A
milnacipran,LSM-45870,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45870'>LSM-45870</a>,#N/A,#N/A,#N/A
milrinone,LSM-3493,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3493'>LSM-3493</a>,#N/A,#N/A,#N/A
miltefosine,LSM-45587,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45587'>LSM-45587</a>,#N/A,#N/A,#N/A
minaprine,LSM-2037,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2037'>LSM-2037</a>,#N/A,#N/A,#N/A
